Name;Position;Age;Team_from;League_from;Team_to;League_to;Season;Market_value;Transfer_fee;ROI;PV
Diego Costa;Centre-Forward;25;Atlético Madrid;LaLiga;Chelsea;Premier League;2014-2015;35000000;38000000;0.0857142857142857;3000000
Eric Bailly;Centre-Back;22;Villarreal CF;LaLiga;Man Utd;Premier League;2016-2017;8000000;38000000;3.75;30000000
André Silva;Centre-Forward;21;FC Porto;Liga NOS;AC Milan;Serie A;2017-2018;22000000;38000000;0.727272727272727;16000000
Alex Oxlade-Chamberlain;Right Midfield;24;Arsenal;Premier League;Liverpool;Premier League;2017-2018;22000000;38000000;0.727272727272727;16000000
Radja Nainggolan;Central Midfield;30;AS Roma;Serie A;Inter;Serie A;2018-2019;45000000;38000000;-0.155555555555556;-7000000
Felipe Anderson;Right Winger;25;Lazio;Serie A;West Ham;Premier League;2018-2019;30000000;38000000;0.266666666666667;8000000
Danny Drinkwater;Central Midfield;27;Leicester;Premier League;Chelsea;Premier League;2017-2018;9000000;37900000;3.21111111111111;28900000
David Beckham;Right Midfield;28;Man Utd;Premier League;Real Madrid;LaLiga;2003-2004;NA;37500000;NA;NA
Luke Shaw;Left-Back;18;Southampton;Premier League;Man Utd;Premier League;2014-2015;13000000;37500000;1.88461538461538;24500000
Arturo Vidal;Central Midfield;28;Juventus;Serie A;Bayern Munich;1.Bundesliga;2015-2016;42000000;37500000;-0.107142857142857;-4500000
Jackson Martínez;Centre-Forward;28;FC Porto;Liga NOS;Atlético Madrid;LaLiga;2015-2016;35000000;37100000;0.06;2100000
Filippo Inzaghi;Centre-Forward;27;Juventus;Serie A;AC Milan;Serie A;2001-2002;NA;37000000;NA;NA
Wayne Rooney;Second Striker;18;Everton;Premier League;Man Utd;Premier League;2004-2005;NA;37000000;NA;NA
Edin Dzeko;Centre-Forward;24;VfL Wolfsburg;1.Bundesliga;Man City;Premier League;2010-2011;30000000;37000000;0.233333333333333;7000000
Mario Götze;Attacking Midfield;21;Bor. Dortmund;1.Bundesliga;Bayern Munich;1.Bundesliga;2013-2014;45000000;37000000;-0.177777777777778;-8000000
André Gomes;Central Midfield;22;Valencia CF;LaLiga;FC Barcelona;LaLiga;2016-2017;30000000;37000000;0.233333333333333;7000000
Gabriel Batistuta;Centre-Forward;31;Fiorentina;Serie A;AS Roma;Serie A;2000-2001;NA;36150000;NA;NA
Hernán Crespo;Centre-Forward;27;Lazio;Serie A;Inter;Serie A;2002-2003;NA;36000000;NA;NA
Ander Herrera;Central Midfield;24;Athletic Bilbao;LaLiga;Man Utd;Premier League;2014-2015;20000000;36000000;0.8;16000000
Geoffrey Kondogbia;Central Midfield;22;Monaco;Ligue 1;Inter;Serie A;2015-2016;16000000;36000000;1.25;20000000
Vitolo;Left Winger;27;Sevilla FC;LaLiga;Atlético Madrid;LaLiga;2017-2018;25000000;36000000;0.44;11000000
Javier Saviola;Second Striker;19;River Plate;Argentina;FC Barcelona;LaLiga;2001-2002;NA;35900000;NA;NA
Clément Lenglet;Centre-Back;23;Sevilla FC;LaLiga;FC Barcelona;LaLiga;2018-2019;25000000;35900000;0.436;10900000
N'Golo Kanté;Defensive Midfield;25;Leicester;Premier League;Chelsea;Premier League;2016-2017;20000000;35800000;0.79;15800000
Dani Alves;Right-Back;25;Sevilla FC;LaLiga;FC Barcelona;LaLiga;2008-2009;20000000;35500000;0.775;15500000
Willian;Right Winger;25;Anzhi;Premier Liga;Chelsea;Premier League;2013-2014;30000000;35500000;0.183333333333333;5500000
Romelu Lukaku;Centre-Forward;21;Chelsea;Premier League;Everton;Premier League;2014-2015;25000000;35360000;0.4144;10360000
Arjen Robben;Right Winger;23;Chelsea;Premier League;Real Madrid;LaLiga;2007-2008;22800000;35000000;0.535087719298246;12200000
Karim Benzema;Centre-Forward;21;Olympique Lyon;Ligue 1;Real Madrid;LaLiga;2009-2010;29000000;35000000;0.206896551724138;6000000
Eden Hazard;Left Winger;21;LOSC Lille;Ligue 1;Chelsea;Premier League;2012-2013;33000000;35000000;0.0606060606060606;2000000
Willian;Right Winger;24;Shakhtar D.;Premier Liga;Anzhi;Premier Liga;2012-2013;25000000;35000000;0.4;10000000
Morgan Schneiderlin;Defensive Midfield;25;Southampton;Premier League;Man Utd;Premier League;2015-2016;28000000;35000000;0.25;7000000
Mats Hummels;Centre-Back;27;Bor. Dortmund;1.Bundesliga;Bayern Munich;1.Bundesliga;2016-2017;32000000;35000000;0.09375;3000000
David Luiz;Centre-Back;29;Paris SG;Ligue 1;Chelsea;Premier League;2016-2017;28000000;35000000;0.25;7000000
Moussa Sissoko;Central Midfield;27;Newcastle;Championship;Spurs;Premier League;2016-2017;13000000;35000000;1.69230769230769;22000000
Renato Sanches;Central Midfield;18;Benfica;Liga NOS;Bayern Munich;1.Bundesliga;2016-2017;10000000;35000000;2.5;25000000
Antonio Rüdiger;Centre-Back;24;AS Roma;Serie A;Chelsea;Premier League;2017-2018;25000000;35000000;0.4;10000000
Victor Lindelöf;Centre-Back;22;Benfica;Liga NOS;Man Utd;Premier League;2017-2018;22000000;35000000;0.590909090909091;13000000
Nicolas Anelka;Centre-Forward;21;Real Madrid;LaLiga;Paris SG;Ligue 1;2000-2001;NA;34500000;NA;NA
Xabi Alonso;Defensive Midfield;27;Liverpool;Premier League;Real Madrid;LaLiga;2009-2010;27000000;34500000;0.277777777777778;7500000
Cesc Fàbregas;Central Midfield;24;Arsenal;Premier League;FC Barcelona;LaLiga;2011-2012;54000000;34000000;-0.37037037037037;-20000000
Arda Turan;Left Winger;28;Atlético Madrid;LaLiga;FC Barcelona;LaLiga;2015-2016;35000000;34000000;-0.0285714285714286;-1000000
Memphis Depay;Left Winger;21;PSV Eindhoven;Eredivisie;Man Utd;Premier League;2015-2016;28000000;34000000;0.214285714285714;6000000
Ángel Di María;Right Winger;22;Benfica;Liga NOS;Real Madrid;LaLiga;2010-2011;9500000;33000000;2.47368421052632;23500000
Cesc Fàbregas;Central Midfield;27;FC Barcelona;LaLiga;Chelsea;Premier League;2014-2015;50000000;33000000;-0.34;-17000000
Marouane Fellaini;Central Midfield;25;Everton;Premier League;Man Utd;Premier League;2013-2014;28000000;32400000;0.157142857142857;4400000
Wilfried Bony;Centre-Forward;26;Swansea;Premier League;Man City;Premier League;2014-2015;17000000;32300000;0.9;15300000
Ronaldinho;Attacking Midfield;23;Paris SG;Ligue 1;FC Barcelona;LaLiga;2003-2004;NA;32250000;NA;NA
Oscar;Attacking Midfield;20;Internacional;Série A;Chelsea;Premier League;2012-2013;20000000;32000000;0.6;12000000
Asier Illarramendi;Defensive Midfield;23;Real Sociedad;LaLiga;Real Madrid;LaLiga;2013-2014;12000000;32000000;1.66666666666667;20000000
André Schürrle;Left Winger;24;Chelsea;Premier League;VfL Wolfsburg;1.Bundesliga;2014-2015;23000000;32000000;0.391304347826087;9000000
Miralem Pjanic;Central Midfield;26;AS Roma;Serie A;Juventus;Serie A;2016-2017;35000000;32000000;-0.0857142857142857;-3000000
Gabriel Jesus;Centre-Forward;19;Palmeiras;Série A;Man City;Premier League;2016-2017;16000000;32000000;1;16000000
Arkadiusz Milik;Centre-Forward;22;AFC Ajax;Eredivisie;SSC Napoli;Serie A;2016-2017;12000000;32000000;1.66666666666667;20000000
Iñigo Martínez;Centre-Back;26;Real Sociedad;LaLiga;Athletic Bilbao;LaLiga;2017-2018;25000000;32000000;0.28;7000000
Shaun Wright-Phillips;Right Winger;23;Man City;Premier League;Chelsea;Premier League;2005-2006;9500000;31500000;2.31578947368421;22000000
Anderson;Central Midfield;19;FC Porto;Liga NOS;Man Utd;Premier League;2007-2008;25000000;31500000;0.26;6500000
Danilo;Right-Back;23;FC Porto;Liga NOS;Real Madrid;LaLiga;2015-2016;25000000;31500000;0.26;6500000
Marquinhos;Centre-Back;19;AS Roma;Serie A;Paris SG;Ligue 1;2013-2014;15000000;31400000;1.09333333333333;16400000
Christian Benteke;Centre-Forward;25;Liverpool;Premier League;Crystal Palace;Premier League;2016-2017;27000000;31200000;0.155555555555556;4200000
Juan Cuadrado;Right Winger;26;Fiorentina;Serie A;Chelsea;Premier League;2014-2015;32000000;31000000;-0.03125;-1000000
Adam Lallana;Attacking Midfield;26;Southampton;Premier League;Liverpool;Premier League;2014-2015;7500000;31000000;3.13333333333333;23500000
Mateo Kovacic;Central Midfield;21;Inter;Serie A;Real Madrid;LaLiga;2015-2016;22000000;31000000;0.409090909090909;9000000
Arthur;Central Midfield;21;Grêmio;Série A;FC Barcelona;LaLiga;2018-2019;30000000;31000000;0.0333333333333333;1000000
Robin van Persie;Centre-Forward;29;Arsenal;Premier League;Man Utd;Premier League;2012-2013;47500000;30700000;-0.353684210526316;-16800000
Nélson Semedo;Right-Back;23;Benfica;Liga NOS;FC Barcelona;LaLiga;2017-2018;20000000;30570000;0.5285;10570000
Alessandro Nesta;Centre-Back;26;Lazio;Serie A;AC Milan;Serie A;2002-2003;NA;30500000;NA;NA
Eliaquim Mangala;Centre-Back;23;FC Porto;Liga NOS;Man City;Premier League;2014-2015;28000000;30500000;0.0892857142857143;2500000
Islam Slimani;Centre-Forward;28;Sporting CP;Liga NOS;Leicester;Premier League;2016-2017;22000000;30500000;0.386363636363636;8500000
Ricardo Carvalho;Centre-Back;26;FC Porto;Liga NOS;Chelsea;Premier League;2004-2005;NA;30000000;NA;NA
Pepe;Centre-Back;24;FC Porto;Liga NOS;Real Madrid;LaLiga;2007-2008;30000000;30000000;0;0
Franck Ribéry;Left Winger;24;Marseille;Ligue 1;Bayern Munich;1.Bundesliga;2007-2008;23000000;30000000;0.304347826086957;7000000
Danny;Attacking Midfield;25;Dinamo Moscow;Premier Liga;Zenit S-Pb;Premier Liga;2008-2009;7750000;30000000;2.87096774193548;22250000
Mario Gómez;Centre-Forward;23;VfB Stuttgart;1.Bundesliga;Bayern Munich;1.Bundesliga;2009-2010;30000000;30000000;0;0
Yaya Touré;Central Midfield;27;FC Barcelona;LaLiga;Man City;Premier League;2010-2011;18000000;30000000;0.666666666666667;12000000
Manuel Neuer;Goalkeeper;25;FC Schalke 04;1.Bundesliga;Bayern Munich;1.Bundesliga;2011-2012;28000000;30000000;0.0714285714285714;2000000
Fábio Coentrão;Left-Back;23;Benfica;Liga NOS;Real Madrid;LaLiga;2011-2012;24000000;30000000;0.25;6000000
Luka Modric;Central Midfield;26;Spurs;Premier League;Real Madrid;LaLiga;2012-2013;40000000;30000000;-0.25;-10000000
Roberto Soldado;Centre-Forward;28;Valencia CF;LaLiga;Spurs;Premier League;2013-2014;28000000;30000000;0.0714285714285714;2000000
Isco;Attacking Midfield;21;Málaga CF;LaLiga;Real Madrid;LaLiga;2013-2014;25000000;30000000;0.2;5000000
Érik Lamela;Right Winger;21;AS Roma;Serie A;Spurs;Premier League;2013-2014;23000000;30000000;0.304347826086957;7000000
Antoine Griezmann;Centre-Forward;23;Real Sociedad;LaLiga;Atlético Madrid;LaLiga;2014-2015;30000000;30000000;0;0
Carlos Bacca;Centre-Forward;28;Sevilla FC;LaLiga;AC Milan;Serie A;2015-2016;25000000;30000000;0.2;5000000
Douglas Costa;Right Winger;24;Shakhtar D.;Premier Liga;Bayern Munich;1.Bundesliga;2015-2016;23000000;30000000;0.304347826086957;7000000
Rodrigo;Centre-Forward;24;Benfica;Liga NOS;Valencia CF;LaLiga;2015-2016;18000000;30000000;0.666666666666667;12000000
Heung-min Son;Left Winger;23;Bay. Leverkusen;1.Bundesliga;Spurs;Premier League;2015-2016;16000000;30000000;0.875;14000000
Álvaro Morata;Centre-Forward;23;Juventus;Serie A;Real Madrid;LaLiga;2016-2017;30000000;30000000;0;0
Paco Alcácer;Centre-Forward;23;Valencia CF;LaLiga;FC Barcelona;LaLiga;2016-2017;25000000;30000000;0.2;5000000
Kévin Gameiro;Centre-Forward;29;Sevilla FC;LaLiga;Atlético Madrid;LaLiga;2016-2017;20000000;30000000;0.5;10000000
André Schürrle;Left Winger;25;VfL Wolfsburg;1.Bundesliga;Bor. Dortmund;1.Bundesliga;2016-2017;18000000;30000000;0.666666666666667;12000000
Gonçalo Guedes;Left Winger;20;Benfica;Liga NOS;Paris SG;Ligue 1;2016-2017;9000000;30000000;2.33333333333333;21000000
Yannick Carrasco;Left Winger;24;Atlético Madrid;LaLiga;DL Yifang;Super League;2017-2018;40000000;30000000;-0.25;-10000000
Keita Baldé;Left Winger;22;Lazio;Serie A;Monaco;Ligue 1;2017-2018;25000000;30000000;0.2;5000000
Danilo;Right-Back;26;Real Madrid;LaLiga;Man City;Premier League;2017-2018;16000000;30000000;0.875;14000000
Jean Michaël Seri;Central Midfield;27;OGC Nice;Ligue 1;Fulham;Premier League;2018-2019;30000000;30000000;0;0
Lucas Torreira;Defensive Midfield;22;Sampdoria;Serie A;Arsenal;Premier League;2018-2019;30000000;30000000;0;0
Aleksandr Golovin;Central Midfield;22;CSKA Moscow;Premier Liga;Monaco;Ligue 1;2018-2019;25000000;30000000;0.2;5000000
Álvaro Odriozola;Right-Back;22;Real Sociedad;LaLiga;Real Madrid;LaLiga;2018-2019;25000000;30000000;0.2;5000000
Fabián Ruiz;Central Midfield;22;Real Betis;LaLiga;SSC Napoli;Serie A;2018-2019;20000000;30000000;0.5;10000000
Mario Balotelli;Centre-Forward;20;Inter;Serie A;Man City;Premier League;2010-2011;26000000;29500000;0.134615384615385;3500000
Gabriel Barbosa;Second Striker;20;Santos FC;Série A;Inter;Serie A;2016-2017;20000000;29500000;0.475;9500000
Dimitri Payet;Attacking Midfield;29;West Ham;Premier League;Marseille;Ligue 1;2016-2017;30000000;29300000;-0.0233333333333333;-700000
Emmanuel Adebayor;Centre-Forward;25;Arsenal;Premier League;Man City;Premier League;2009-2010;25000000;29000000;0.16;4000000
Carlos Tévez;Second Striker;25;West Ham;Premier League;Man City;Premier League;2009-2010;25000000;29000000;0.16;4000000
Anthony Modeste;Centre-Forward;30;1. FC Köln;2.Bundesliga;TJ Quanjian;Super League;2018-2019;16000000;29000000;0.8125;13000000
Ezequiel Lavezzi;Second Striker;27;SSC Napoli;Serie A;Paris SG;Ligue 1;2012-2013;30000000;28950000;-0.035;-1050000
Yannick Bolasie;Left Winger;27;Crystal Palace;Premier League;Everton;Premier League;2016-2017;14000000;28900000;1.06428571428571;14900000
David Silva;Attacking Midfield;24;Valencia CF;LaLiga;Man City;Premier League;2010-2011;32000000;28750000;-0.1015625;-3250000
Ruud van Nistelrooy;Centre-Forward;25;PSV Eindhoven;Eredivisie;Man Utd;Premier League;2001-2002;NA;28500000;NA;NA
Antonio Cassano;Second Striker;18;Bari;Serie B;AS Roma;Serie A;2001-2002;NA;28500000;NA;NA
Michael Keane;Centre-Back;24;Burnley;Premier League;Everton;Premier League;2017-2018;18000000;28500000;0.583333333333333;10500000
Jordan Pickford;Goalkeeper;23;Sunderland;Championship;Everton;Premier League;2017-2018;15000000;28500000;0.9;13500000
Hidetoshi Nakata;Attacking Midfield;24;AS Roma;Serie A;Parma;Serie A;2001-2002;NA;28400000;NA;NA
Lucas Moura;Right Winger;25;Paris SG;Ligue 1;Spurs;Premier League;2017-2018;28000000;28400000;0.0142857142857143;400000
Mamadou Sakho;Centre-Back;27;Liverpool;Premier League;Crystal Palace;Premier League;2017-2018;15000000;28200000;0.88;13200000
Émerson;Defensive Midfield;28;AS Roma;Serie A;Juventus;Serie A;2004-2005;NA;28000000;NA;NA
Medhi Benatia;Centre-Back;27;AS Roma;Serie A;Bayern Munich;1.Bundesliga;2014-2015;28000000;28000000;0;0
Ramires;Central Midfield;28;Chelsea;Premier League;JS Suning;Super League;2015-2016;25000000;28000000;0.12;3000000
Álvaro Negredo;Centre-Forward;29;Man City;Premier League;Valencia CF;LaLiga;2015-2016;18000000;28000000;0.555555555555556;10000000
Abdou Diallo;Centre-Back;22;1.FSV Mainz 05;1.Bundesliga;Bor. Dortmund;1.Bundesliga;2018-2019;12000000;28000000;1.33333333333333;16000000
Kelechi Iheanacho;Centre-Forward;20;Man City;Premier League;Leicester;Premier League;2017-2018;15000000;27700000;0.846666666666667;12700000
Joleon Lescott;Centre-Back;27;Everton;Premier League;Man City;Premier League;2009-2010;17000000;27500000;0.617647058823529;10500000
Samir Nasri;Left Winger;24;Arsenal;Premier League;Man City;Premier League;2011-2012;26000000;27500000;0.0576923076923077;1500000
Henrikh Mkhitaryan;Attacking Midfield;24;Shakhtar D.;Premier Liga;Bor. Dortmund;1.Bundesliga;2013-2014;22000000;27500000;0.25;5500000
Grzegorz Krychowiak;Defensive Midfield;26;Sevilla FC;LaLiga;Paris SG;Ligue 1;2016-2017;30000000;27500000;-0.0833333333333333;-2500000
Georginio Wijnaldum;Central Midfield;25;Newcastle;Championship;Liverpool;Premier League;2016-2017;20000000;27500000;0.375;7500000
Michael Carrick;Defensive Midfield;25;Spurs;Premier League;Man Utd;Premier League;2006-2007;26500000;27200000;0.0264150943396226;700000
Samuel Eto'o;Centre-Forward;23;RCD Mallorca;LaLiga;FC Barcelona;LaLiga;2004-2005;NA;27000000;NA;NA
Sergio Ramos;Centre-Back;19;Sevilla FC;LaLiga;Real Madrid;LaLiga;2005-2006;27000000;27000000;0;0
Wesley Sneijder;Attacking Midfield;23;AFC Ajax;Eredivisie;Real Madrid;LaLiga;2007-2008;16000000;27000000;0.6875;11000000
Klaas-Jan Huntelaar;Centre-Forward;25;AFC Ajax;Eredivisie;Real Madrid;LaLiga;2008-2009;20000000;27000000;0.35;7000000
Diego;Attacking Midfield;24;Werder Bremen;1.Bundesliga;Juventus;Serie A;2009-2010;29000000;27000000;-0.0689655172413793;-2000000
Samuel Eto'o;Centre-Forward;30;Inter;Serie A;Anzhi;Premier Liga;2011-2012;42000000;27000000;-0.357142857142857;-15000000
Pedro;Left Winger;28;FC Barcelona;LaLiga;Chelsea;Premier League;2015-2016;20000000;27000000;0.35;7000000
Ilkay Gündogan;Central Midfield;25;Bor. Dortmund;1.Bundesliga;Man City;Premier League;2016-2017;30000000;27000000;-0.1;-3000000
Davy Klaassen;Attacking Midfield;24;AFC Ajax;Eredivisie;Everton;Premier League;2017-2018;18000000;27000000;0.5;9000000
Milan Skriniar;Centre-Back;22;Sampdoria;Serie A;Inter;Serie A;2017-2018;7000000;27000000;2.85714285714286;20000000
Juan Mata;Attacking Midfield;23;Valencia CF;LaLiga;Chelsea;Premier League;2011-2012;26000000;26700000;0.0269230769230769;700000
Francesco Toldo;Goalkeeper;29;Fiorentina;Serie A;Inter;Serie A;2001-2002;NA;26500000;NA;NA
Luis Suárez;Centre-Forward;24;AFC Ajax;Eredivisie;Liverpool;Premier League;2010-2011;25000000;26500000;0.06;1500000
Rio Ferdinand;Centre-Back;22;West Ham;Premier League;Leeds;Premier League;2000-2001;NA;26000000;NA;NA
Hernán Crespo;Centre-Forward;28;Inter;Serie A;Chelsea;Premier League;2003-2004;NA;26000000;NA;NA
Mahamadou Diarra;Defensive Midfield;25;Olympique Lyon;Ligue 1;Real Madrid;LaLiga;2006-2007;20000000;26000000;0.3;6000000
Alexis Sánchez;Left Winger;22;Udinese Calcio;Serie A;FC Barcelona;LaLiga;2011-2012;25000000;26000000;0.04;1000000
Stevan Jovetic;Centre-Forward;23;Fiorentina;Serie A;Man City;Premier League;2013-2014;28000000;26000000;-0.0714285714285714;-2000000
Alex Sandro;Left-Back;24;FC Porto;Liga NOS;Juventus;Serie A;2015-2016;20000000;26000000;0.3;6000000
Jaap Stam;Centre-Back;29;Man Utd;Premier League;Lazio;Serie A;2001-2002;NA;25750000;NA;NA
Márcio Amoroso;Centre-Forward;27;Parma;Serie A;Bor. Dortmund;1.Bundesliga;2001-2002;NA;25500000;NA;NA
Nani;Left Winger;20;Sporting CP;Liga NOS;Man Utd;Premier League;2007-2008;25000000;25500000;0.02;500000
Dejan Lovren;Centre-Back;25;Southampton;Premier League;Liverpool;Premier League;2014-2015;12000000;25300000;1.10833333333333;13300000
Flávio Conceicao;Central Midfield;26;Dep. La Coruña;LaLiga;Real Madrid;LaLiga;2000-2001;NA;25000000;NA;NA
Savo Milosevic;Centre-Forward;26;Real Zaragoza;LaLiga;Parma;Serie A;2000-2001;NA;25000000;NA;NA
Stefano Fiore;Attacking Midfield;26;Udinese Calcio;Serie A;Lazio;Serie A;2001-2002;NA;25000000;NA;NA
Marcelo Salas;Centre-Forward;26;Lazio;Serie A;Juventus;Serie A;2001-2002;NA;25000000;NA;NA
Wálter Samuel;Centre-Back;26;AS Roma;Serie A;Real Madrid;LaLiga;2004-2005;NA;25000000;NA;NA
Michael Owen;Centre-Forward;25;Real Madrid;LaLiga;Newcastle;Premier League;2005-2006;22000000;25000000;0.136363636363636;3000000
Alberto Gilardino;Centre-Forward;23;Parma;Serie A;AC Milan;Serie A;2005-2006;20000000;25000000;0.25;5000000
Joaquín;Right Winger;25;Real Betis;LaLiga;Valencia CF;LaLiga;2006-2007;22000000;25000000;0.136363636363636;3000000
Owen Hargreaves;Defensive Midfield;26;Bayern Munich;1.Bundesliga;Man Utd;Premier League;2007-2008;25000000;25000000;0;0
Ronaldinho;Attacking Midfield;28;FC Barcelona;LaLiga;AC Milan;Serie A;2008-2009;35000000;25000000;-0.285714285714286;-10000000
Arjen Robben;Right Winger;25;Real Madrid;LaLiga;Bayern Munich;1.Bundesliga;2009-2010;30000000;25000000;-0.166666666666667;-5000000
Diego Milito;Centre-Forward;30;Genoa;Serie A;Inter;Serie A;2009-2010;16000000;25000000;0.5625;9000000
Dmytro Chygrynskiy;Centre-Back;22;Shakhtar D.;Premier Liga;FC Barcelona;LaLiga;2009-2010;13500000;25000000;0.851851851851852;11500000
Felipe Melo;Defensive Midfield;26;Fiorentina;Serie A;Juventus;Serie A;2009-2010;9500000;25000000;1.63157894736842;15500000
David Luiz;Centre-Back;23;Benfica;Liga NOS;Chelsea;Premier League;2010-2011;14000000;25000000;0.785714285714286;11000000
David de Gea;Goalkeeper;20;Atlético Madrid;LaLiga;Man Utd;Premier League;2011-2012;12000000;25000000;1.08333333333333;13000000
João Moutinho;Central Midfield;26;FC Porto;Liga NOS;Monaco;Ligue 1;2013-2014;30000000;25000000;-0.166666666666667;-5000000
Nemanja Matic;Defensive Midfield;25;Benfica;Liga NOS;Chelsea;Premier League;2013-2014;27000000;25000000;-0.0740740740740741;-2000000
Thiago;Central Midfield;22;FC Barcelona;LaLiga;Bayern Munich;1.Bundesliga;2013-2014;22000000;25000000;0.136363636363636;3000000
Álvaro Negredo;Centre-Forward;27;Sevilla FC;LaLiga;Man City;Premier League;2013-2014;20000000;25000000;0.25;5000000
Yohan Cabaye;Central Midfield;28;Newcastle;Premier League;Paris SG;Ligue 1;2013-2014;20000000;25000000;0.25;5000000
Bernard;Left Winger;20;Atlético-MG;Série A;Shakhtar D.;Premier Liga;2013-2014;10000000;25000000;1.5;15000000
Toni Kroos;Central Midfield;24;Bayern Munich;1.Bundesliga;Real Madrid;LaLiga;2014-2015;42000000;25000000;-0.404761904761905;-17000000
Enzo Pérez;Central Midfield;28;Benfica;Liga NOS;Valencia CF;LaLiga;2014-2015;23000000;25000000;0.0869565217391304;2000000
Lazar Markovic;Right Winger;20;Benfica;Liga NOS;Liverpool;Premier League;2014-2015;10000000;25000000;1.5;15000000
Stefan Savic;Centre-Back;24;Fiorentina;Serie A;Atlético Madrid;LaLiga;2015-2016;15000000;25000000;0.666666666666667;10000000
